938,SPEEDFAULT-GILDA,122.05477596584022,142.81458097158648,Optional[3.525415854630112]:939,HEADINGFAULT-HENRY,408.00126215521686,631.5999708756825,Optional[61.64992656353685]:940,HEADINGFAULT-GILDA,865.2799229077546,1200.0,Optional[277.9123568183003]:941,SPEEDFAULT-HENRY,1054.9146791911835,1200.0,Optional[2.8405955077143523]:942,HEADINGFAULT-GILDA,531.195321864112,745.3080961689307,Optional[86.1008508136406]:943,SPEEDFAULT-HENRY,1088.754484823651,1200.0,Optional[4.964051286467605]:946,HEADINGFAULT-GILDA,1181.1352641563556,1182.1352641563556,Optional[295.4645583967161]:,
1219,SPEEDFAULT-HENRY,566.0668584758994,567.0668584758994,Optional[4.790455819171022]:1220,HEADINGFAULT-HENRY,927.5182504385448,928.5182504385448,Optional[122.2319175183983]:,
2385,HEADINGFAULT-GILDA,0.0,1.0,Optional[227.76917528886622]:2388,HEADINGFAULT-GILDA,439.5094959517687,579.8794283756934,Optional[267.3619240613676]:,
2529,HEADINGFAULT-GILDA,436.31497649165334,437.31497649165334,Optional[331.537169998512]:,
2539,SPEEDFAULT-GILDA,294.8675845816409,843.149954467873,Optional[1.1884071517278683]:2540,HEADINGFAULT-GILDA,865.4858428995466,1169.1405982342976,Optional[310.2827283078167]:2541,SPEEDFAULT-GILDA,0.0,19.504194403038277,Optional[1.3019698720050612]:2542,HEADINGFAULT-HENRY,408.00126215521686,482.38072292691373,Optional[154.9642980231483]:,
2706,HEADINGFAULT-GILDA,436.31497649165334,437.31497649165334,Optional[88.24552969768308]:,
2897,HEADINGFAULT-GILDA,696.5005127468472,697.5005127468472,Optional[295.4645583967161]:,
2950,SPEEDFAULT-HENRY,912.4714672294136,913.4714672294136,Optional[3.4207582320795824]:,
3247,SPEEDFAULT-HENRY,566.0668584758994,567.0668584758994,Optional[1.4621971018200113]:,
3372,SPEEDFAULT-HENRY,912.4714672294136,913.4714672294136,Optional[3.4207582320795824]:,
3390,SPEEDFAULT-GILDA,0.0,19.50419440303824,Optional[1.3019698720050612]:,
3397,SPEEDFAULT-HENRY,566.0668584758994,567.0668584758994,Optional[1.4621971018200113]:,
3461,HEADINGFAULT-HENRY,0.0,14.522615518767452,Optional[161.8381853786397]:3462,SPEEDFAULT-GILDA,0.0,19.504194403038277,Optional[1.3019698720050612]:3463,HEADINGFAULT-HENRY,408.00126215521686,482.38072292691373,Optional[154.9642980231483]:3464,HEADINGFAULT-GILDA,439.5094959517687,611.1326280003793,Optional[47.03905818771054]:,
